Total Citation,No Citations,paper file name,author,subject,createdDate,url,error message
"6","0.4615","DAC-2004-10(06)-0556.PDF","Arun Kejariwal, Sumit Gupta, Alexandru Nicolau, Nikil Dutt, Rajesh Gupta","Proxy-based Task Partitioning of Watermarking Algorithms for Reducing Energy Consumption in Mobile Devices","2004","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Proxy-based+Task+Partitioning+of+Watermarking+Algorithms+for+Reducing+Energy+Consumption+in+Mobile+Devices%22+author%3D%22Arun+Kejariwal%2C+Sumit+Gupta%2C+Alexandru+Nicolau%2C+Nikil+Dutt%2C+Rajesh+Gupta%22&btnG=",""
"16","1.2308","DAC-2004-10(09)-0864.PDF","Baolin Yang, Bruce McGaughy","An Essentially Non-Oscillatory (ENO) High-Order Accurate Adaptive Table Model for Device Modeling","2004","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=An+Essentially+Non-Oscillatory+%28ENO%29+High-Order+Accurate+Adaptive+Table+Model+for+Device+Modeling%22+author%3D%22Baolin+Yang%2C+Bruce+McGaughy%22&btnG=",""
"2","0.1538","DAC-2004-10(09)-0800.PDF","Satrajit Gupta, Lawrence T. Pileggi","Coupled Hierarchical Inductance Model Evaluation","2004","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Coupled+Hierarchical+Inductance+Model+Evaluation%22+author%3D%22Satrajit+Gupta%2C+Lawrence+T.+Pileggi%22&btnG=",""
"23","1.7692","DAC-2004-10(07)-0570.PDF","Vidyasagar Nookala, Sachin S. Sapatnekar","A Method for Correcting the Functionality of a Wire-Pipelined Circuit","2004","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=A+Method+for+Correcting+the+Functionality+of+a+Wire-Pipelined+Circuit%22+author%3D%22Vidyasagar+Nookala%2C+Sachin+S.+Sapatnekar%22&btnG=",""
"22","1.6923","DAC-2004-10(06)-0498.PDF","Vinay Verma, Shantanu Dutt and Vishal Suthar","Efficient On-Line Testing of FPGAs with Provable Diagnosabilities","2004","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Efficient+On-Line+Testing+of+FPGAs+with+Provable+Diagnosabilities%22+author%3D%22Vinay+Verma%2C+Shantanu+Dutt+and+Vishal+Suthar%22&btnG=",""
"109","8.3846","DAC-2004-10(09)-0783.PDF","Ashish Srivastava, Dennis Sylvester, David Blaauw","Power Minimization using Simultaneous Gate Sizing, Dual-Vdd and Dual-Vth Assignment","2004","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Power+Minimization+using+Simultaneous+Gate+Sizing%2C+Dual-Vdd+and+Dual-Vth+Assignment%22+author%3D%22Ashish+Srivastava%2C+Dennis+Sylvester%2C+David+Blaauw%22&btnG=",""
"18","1.3846","DAC-2004-10(09)-0810.PDF","Yuichi Tanji, Hideki Asai","Closed-Form Expressions of Distributed RLC Interconnects for Analysis of On-Chip Inductance Effects","2004","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Closed-Form+Expressions+of+Distributed+RLC+Interconnects+for+Analysis+of+On-Chip+Inductance+Effects%22+author%3D%22Yuichi+Tanji%2C+Hideki+Asai%22&btnG=",""
"127","9.7692","DAC-2004-10(08)-0735.PDF","Fei Li, Yan Lin and Lei He","FPGA Power Reduction Using Configurable Dual-Vdd","2004","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=FPGA+Power+Reduction+Using+Configurable+Dual-Vdd%22+author%3D%22Fei+Li%2C+Yan+Lin+and+Lei+He%22&btnG=",""
"71","6.4545","DAC-2006-12(08)-0717.PDF","Bipul C Paul","Modeling and Analysis of Circuit Performance of Ballistic CNFET","2006","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Modeling+and+Analysis+of+Circuit+Performance+of+Ballistic+CNFET%22+author%3D%22Bipul+C+Paul%22&btnG=",""
"14","1.1667","DAC-2005-11(08)-0766.PDF","David Blaauw and Kaviraj Chopra","CAD Tools for Variation Tolerance","2005","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=CAD+Tools+for+Variation+Tolerance%22+author%3D%22David+Blaauw+and+Kaviraj+Chopra%22&btnG=",""
"46","4.1818","DAC-2006-12(06)-0536.PDF","Björn Debaillie","Energy-Scalable OFDM Transmitter Design and Control","2006","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Energy-Scalable+OFDM+Transmitter+Design+and+Control%22+author%3D%22Bj%C3%B6rn+Debaillie%22&btnG=",""
"5","0.4545","DAC-2006-12(06)-0522.PDF","Ashish Kumar Singh","Gain-Based Technology Mapping for Minimum Runtime Leakage under Input Vector Uncertainty","2006","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Gain-Based+Technology+Mapping+for+Minimum+Runtime+Leakage+under+Input+Vector+Uncertainty%22+author%3D%22Ashish+Kumar+Singh%22&btnG=",""
"17","1.5455","DAC-2006-12(10)-0987.PDF","Avnish R. Brahmbhatt","Low-Power Bus Encoding Using an Adaptive Hybrid Algorithm","2006","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Low-Power+Bus+Encoding+Using+an+Adaptive+Hybrid+Algorithm%22+author%3D%22Avnish+R.+Brahmbhatt%22&btnG=",""
"29","2.6364","DAC-2006-12(09)-0833.PDF","Lap-Fai Leung","Optimal Link Scheduling on Improving Best-Effort and Guaranteed Services Performance in Network-on-Chip Systems","2006","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Optimal+Link+Scheduling+on+Improving+Best-Effort+and+Guaranteed+Services+Performance+in+Network-on-Chip+Systems%22+author%3D%22Lap-Fai+Leung%22&btnG=",""
"14","1.2727","DAC-2006-12(09)-0827.PDF","Ansuman Banerjee","Test Generation Games from Formal Specifications","2006","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Test+Generation+Games+from+Formal+Specifications%22+author%3D%22Ansuman+Banerjee%22&btnG=",""
"31","2.5833","DAC-2005-11(01)-0047.PDF","Lin Yuan and Gang Qu","Enhanced Leakage Reduction Technique by Gate Replacement","2005","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Enhanced+Leakage+Reduction+Technique+by+Gate+Replacement%22+author%3D%22Lin+Yuan+and+Gang+Qu%22&btnG=",""
"32","2.6667","DAC-2005-11(05)-0413.PDF","Jeffrey M. Gilbert","MIMO Technology for Advanced Wireless Local Area Networks","2005","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=MIMO+Technology+for+Advanced+Wireless+Local+Area+Networks%22+author%3D%22Jeffrey+M.+Gilbert%22&btnG=",""
"196","17.8182","DAC-2006-12(02)-0176.PDF","J.W. McPherson","Reliability Challenges for 45nm and Beyond","2006","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Reliability+Challenges+for+45nm+and+Beyond%22+author%3D%22J.W.+McPherson%22&btnG=",""
"9","0.8182","DAC-2006-12(03)-0288.PDF","Tsu-Ming Liu","Design of a 125μW, Fully-Scalable MPEG-2 and H.264/AVC Video Decoder for Mobile Applications","2006","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Design+of+a+125%CE%BCW%2C+Fully-Scalable+MPEG-2+and+H.264%2FAVC+Video+Decoder+for+Mobile+Applications%22+author%3D%22Tsu-Ming+Liu%22&btnG=",""
"16","1.4545","DAC-2006-12(10)-0945.PDF","Chuan Lin and Hai Zhou","An Efficient Retiming Algorithm Under Setup and Hold Constraints","2006","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=An+Efficient+Retiming+Algorithm+Under+Setup+and+Hold+Constraints%22+author%3D%22Chuan+Lin+and+Hai+Zhou%22&btnG=",""
"11","1.0000","DAC-2006-12(10)-0951.PDF","Kui Wang","an Approach to Make Front-end Tools Aware of Clock Skew Scheduling","2006","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=an+Approach+to+Make+Front-end+Tools+Aware+of+Clock+Skew+Scheduling%22+author%3D%22Kui+Wang%22&btnG=",""
"47","3.9167","DAC-2005-11(06)-0591.PDF","Ulrich Brenner","Faster and Better Global Placement by a New Transportation Algorithm","2005","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Faster+and+Better+Global+Placement+by+a+New+Transportation+Algorithm%22+author%3D%22Ulrich+Brenner%22&btnG=",""
"18","1.5000","DAC-2005-11(07)-0690.PDF","Guangyu Chen and Mahmut Kandemir","Improving Java Virtual Machine Reliability for Memory-Constrained Embedded Systems","2005","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Improving+Java+Virtual+Machine+Reliability+for+Memory-Constrained+Embedded+Systems%22+author%3D%22Guangyu+Chen+and+Mahmut+Kandemir%22&btnG=",""
"2","0.1818","DAC-2006-12(07)-0636.PDF","Dean D. MacNeil and Edward H. Sargent","Solution-Processed Infrared Photovoltaic Devices","2006","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Solution-Processed+Infrared+Photovoltaic+Devices%22+author%3D%22Dean+D.+MacNeil+and+Edward+H.+Sargent%22&btnG=",""
"30","2.5000","DAC-2005-11(04)-0303.PDF","Wolfgang Eberle","Cross-Layer Design for Energy-Efficient Wireless Communication","2005","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Cross-Layer+Design+for+Energy-Efficient+Wireless+Communication%22+author%3D%22Wolfgang+Eberle%22&btnG=",""
"131","10.9167","DAC-2005-11(04)-0315.PDF","Jaskirat Singh","Robust Gate Sizing by Geometric Programming","2005","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Robust+Gate+Sizing+by+Geometric+Programming%22+author%3D%22Jaskirat+Singh%22&btnG=",""
"8","0.6667","DAC-2005-11(08)-0767.PDF","Matt Nowak","Are There Economic Benefits in DFM ?","2005","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Are+There+Economic+Benefits+in+DFM+%3F%22+author%3D%22Matt+Nowak%22&btnG=",""
"20","1.8182","DAC-2006-12(07)-0608.PDF","Wei-Chung Cheng","Minimization for LED-backlit TFT-LCDs","2006","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Minimization+for+LED-backlit+TFT-LCDs%22+author%3D%22Wei-Chung+Cheng%22&btnG=",""
"5","0.4167","DAC-2005-11(09)-0841.PDF","Bin Wu","A Non-Parametric Approach for Dynamic Range Estimation of Nonlinear Systems","2005","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=A+Non-Parametric+Approach+for+Dynamic+Range+Estimation+of+Nonlinear+Systems%22+author%3D%22Bin+Wu%22&btnG=",""
"28","2.3333","DAC-2005-11(09)-0869.PDF","Daniel Mueller","Deterministic Approaches to Analog Performance Space Exploration (PSE)","2005","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Deterministic+Approaches+to+Analog+Performance+Space+Exploration+%28PSE%29%22+author%3D%22Daniel+Mueller%22&btnG=",""
"31","2.8182","DAC-2006-12(02)-0161.PDF","Wei-Shen Wang","Statistical Timing Based on Incomplete Probabilistic Descriptions of Parameter Uncertainty","2006","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Statistical+Timing+Based+on+Incomplete+Probabilistic+Descriptions+of+Parameter+Uncertainty%22+author%3D%22Wei-Shen+Wang%22&btnG=",""
"182","15.1667","DAC-2005-11(02)-0111.PDF","Ravindra Jejurikar","Dynamic Slack Reclamation with Procrastination Scheduling in Real-Time Embedded Systems","2005","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Dynamic+Slack+Reclamation+with+Procrastination+Scheduling+in+Real-Time+Embedded+Systems%22+author%3D%22Ravindra+Jejurikar%22&btnG=",""
"52","4.3333","DAC-2005-11(10)-0921.PDF","Aman Gayasen","Exploring Technology Alternatives for Nano-Scale FPGA Interconnects","2005","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Exploring+Technology+Alternatives+for+Nano-Scale+FPGA+Interconnects%22+author%3D%22Aman+Gayasen%22&btnG=",""
"69","5.7500","DAC-2005-11(09)-0881.PDF","Georges Gielen","Performance Space Modeling for Hierarchical Synthesis of Analog Integrated Circuits","2005","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Performance+Space+Modeling+for+Hierarchical+Synthesis+of+Analog+Integrated+Circuits%22+author%3D%22Georges+Gielen%22&btnG=",""
"1","0.0909","DAC-2006-12(01)-0037.PDF","Tadaaki Tanimoto","A Real Time Budgeting Method for Module-Level-Pipelined Bus Based System using Bus Scenarios","2006","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=A+Real+Time+Budgeting+Method+for+Module-Level-Pipelined+Bus+Based+System+using+Bus+Scenarios%22+author%3D%22Tadaaki+Tanimoto%22&btnG=",""
"21","1.0500","DAC-2005-11(06)-0585.PDF","Zhong Xiu","Timing-Driven Placement by Grid-Warping","1997","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Timing-Driven+Placement+by+Grid-Warping%22+author%3D%22Zhong+Xiu%22&btnG=",""
"71","5.9167","DAC-2005-11(07)-0684.PDF","Sergiu Nedevschi","Hardware Speech Recognition for User Interfaces in Low Cost, Low Power Devices","2005","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Hardware+Speech+Recognition+for+User+Interfaces+in+Low+Cost%2C+Low+Power+Devices%22+author%3D%22Sergiu+Nedevschi%22&btnG=",""
"63","5.7273","DAC-2006-12(04)-0358.PDF","Vivy Suhendra","Efficient Detection and Exploitation of Infeasible Paths for Software Timing Analysis","2006","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Efficient+Detection+and+Exploitation+of+Infeasible+Paths+for+Software+Timing+Analysis%22+author%3D%22Vivy+Suhendra%22&btnG=",""
"78","6.0000","DAC-2004-10(10)-0954.PDF","Roman Lysecky, Frank Vahid, Sheldon X.-D. Tan","Dynamic FPGA Routing for Just-in-Time FPGA Compilation","2004","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Dynamic+FPGA+Routing+for+Just-in-Time+FPGA+Compilation%22+author%3D%22Roman+Lysecky%2C+Frank+Vahid%2C+Sheldon+X.-D.+Tan%22&btnG=",""
"279","25.3636","DAC-2006-12(03)-0274.PDF","Grant Martin","Overview of the MPSoC Design Challenge","2006","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Overview+of+the+MPSoC+Design+Challenge%22+author%3D%22Grant+Martin%22&btnG=",""
"12","1.0000","DAC-2005-11(02)-0105.PDF","Jungeun Kim","Memory Access Optimization Through Combined Code Scheduling, Memory Allocation, and Array Binding in Embedded System Design","2005","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Memory+Access+Optimization+Through+Combined+Code+Scheduling%2C+Memory+Allocation%2C+and+Array+Binding+in+Embedded+System+Design%22+author%3D%22Jungeun+Kim%22&btnG=",""
"5","0.4545","DAC-2006-12(03)-0261.PDF","N. Wong","A Fast Passivity Test for Descriptor Systems Via Structure-Preserving Transformations of Skew-Hamiltonian/Hamiltonian Matrix Pencils","2006","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=A+Fast+Passivity+Test+for+Descriptor+Systems+Via+Structure-Preserving+Transformations+of+Skew-Hamiltonian%2FHamiltonian+Matrix+Pencils%22+author%3D%22N.+Wong%22&btnG=",""
"28","2.3333","DAC-2005-11(01)-0051.PDF","Ning Dong","Automated Nonlinear Macromodelling of Output Buffers for High-Speed","2005","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Automated+Nonlinear+Macromodelling+of+Output+Buffers+for+High-Speed%22+author%3D%22Ning+Dong%22&btnG=",""
"224","20.3636","DAC-2006-12(10)-0991.PDF","Gian Luca Loi","A Thermally-Aware Performance Analysis of Vertically Integrated (3-D) Processor-Memory Hierarchy","2006","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=A+Thermally-Aware+Performance+Analysis+of+Vertically+Integrated+%283-D%29+Processor-Memory+Hierarchy%22+author%3D%22Gian+Luca+Loi%22&btnG=",""
"28","2.3333","DAC-2005-11(08)-0758.PDF","Nagaraj NS","BEOL Variability and Impact on RC Extraction","2005","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=BEOL+Variability+and+Impact+on+RC+Extraction%22+author%3D%22Nagaraj+NS%22&btnG=",""
"8","0.6667","DAC-2005-11(07)-0644.PDF","Sambuddha Bhattacharya","Template-Driven Parasitic-Aware Optimization of Analog Integrated Circuit Layouts","2005","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Template-Driven+Parasitic-Aware+Optimization+of+Analog+Integrated+Circuit+Layouts%22+author%3D%22Sambuddha+Bhattacharya%22&btnG=",""
"42","3.5000","DAC-2005-11(06)-0579.PDF","Vidyasagar Nookala","Microarchitecture-Aware Floorplanning Using a Statistical Design of Experiments Approach","2005","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Microarchitecture-Aware+Floorplanning+Using+a+Statistical+Design+of+Experiments+Approach%22+author%3D%22Vidyasagar+Nookala%22&btnG=",""
"25","2.0833","DAC-2005-11(08)-0760.PDF","Carlo Guardiani","An Effective DFM Strategy Requires Accurate Process and IP Pre-Characterization","2005","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=An+Effective+DFM+Strategy+Requires+Accurate+Process+and+IP+Pre-Characterization%22+author%3D%22Carlo+Guardiani%22&btnG=",""
"87","7.2500","DAC-2005-11(10)-0933.PDF","Kin Cheong Sou","A Quasi-Convex Optimization Approach to Parameterized Model Order Reduction","2005","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=A+Quasi-Convex+Optimization+Approach+to+Parameterized+Model+Order+Reduction%22+author%3D%22Kin+Cheong+Sou%22&btnG=",""
"3","0.2727","DAC-2006-12(05)-0459.PDF","Bob","Design Challenges for Next-Generation Multimedia, Game and Entertainment Platforms","2006","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Design+Challenges+for+Next-Generation+Multimedia%2C+Game+and+Entertainment+Platforms%22+author%3D%22Bob%22&btnG=",""
"39","3.5455","DAC-2006-12(01)-0019.PDF","Jun Zou","A CPPLL Hierarchical Optimization Methodology Considering Jitter, Power and Locking Time","2006","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=A+CPPLL+Hierarchical+Optimization+Methodology+Considering+Jitter%2C+Power+and+Locking+Time%22+author%3D%22Jun+Zou%22&btnG=",""
"32","2.9091","DAC-2006-12(01)-0025.PDF","Tom Eeckelaert","Hierarchical Bottom–up Analog Optimization Methodology Validated by a Delta–Sigma A/D Converter Design for the 802.11a/b/g Standard","2006","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Hierarchical+Bottom%E2%80%93up+Analog+Optimization+Methodology+Validated+by+a+Delta%E2%80%93Sigma+A%2FD+Converter+Design+for+the+802.11a%2Fb%2Fg+Standard%22+author%3D%22Tom+Eeckelaert%22&btnG=",""
"47","4.2727","DAC-2006-12(07)-0624.PDF","Georges Nabaa","An Adaptive FPGA Architecture with Process Variation Compensation and Reduced Leakage","2006","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=An+Adaptive+FPGA+Architecture+with+Process+Variation+Compensation+and+Reduced+Leakage%22+author%3D%22Georges+Nabaa%22&btnG=",""
"60","5.4545","DAC-2006-12(07)-0630.PDF","Suresh Srinivasan","FPGA Lifetime AWareness","2006","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=FPGA+Lifetime+AWareness%22+author%3D%22Suresh+Srinivasan%22&btnG=",""
"65","5.9091","DAC-2006-12(07)-0618.PDF","David Atienza","A Fast HW/SW FPGA-Based Thermal Emulation Framework for Multi-Processor System-on-Chip","2006","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=A+Fast+HW%2FSW+FPGA-Based+Thermal+Emulation+Framework+for+Multi-Processor+System-on-Chip%22+author%3D%22David+Atienza%22&btnG=",""
"8","0.7273","DAC-2006-12(04)-0348.PDF","Amir Nahir","Scheduling-based Test-case Generation for Verification of Multimedia SoCs","2006","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Scheduling-based+Test-case+Generation+for+Verification+of+Multimedia+SoCs%22+author%3D%22Amir+Nahir%22&btnG=",""
"33","3.0000","DAC-2006-12(04)-0389.PDF","Charles J. Alpert","Timing-Driven Steiner Trees are (Practically) Free","2006","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Timing-Driven+Steiner+Trees+are+%28Practically%29+Free%22+author%3D%22Charles+J.+Alpert%22&btnG=",""
"6","0.5455","DAC-2006-12(11)-1023.PDF","Ying Wei","Systematic Development of Nonlinear Analog Circuit Macromodels through Successive Operator Composition and Nonlinear Model Decoupling","2006","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Systematic+Development+of+Nonlinear+Analog+Circuit+Macromodels+through+Successive+Operator+Composition+and+Nonlinear+Model+Decoupling%22+author%3D%22Ying+Wei%22&btnG=",""
"22","1.8333","DAC-2005-11(01)-0095.PDF","Feihui Li and Mahmut Kandemir","Locality-Conscious Workload Assignment for Array-Based Computations in MPSOC Architectures","2005","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Locality-Conscious+Workload+Assignment+for+Array-Based+Computations+in+MPSOC+Architectures%22+author%3D%22Feihui+Li+and+Mahmut+Kandemir%22&btnG=",""
"48","4.0000","DAC-2005-11(05)-0416.PDF","Clark T.-C. Nguyen","RF MEMS in Wireless Architectures","2005","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=RF+MEMS+in+Wireless+Architectures%22+author%3D%22Clark+T.-C.+Nguyen%22&btnG=",""
"36","3.2727","DAC-2006-12(03)-0267.PDF","Peng Li","Model Order Reduction of Linear Networks With Massive Ports via Frequency-Dependent Port Packing","2006","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Model+Order+Reduction+of+Linear+Networks+With+Massive+Ports+via+Frequency-Dependent+Port+Packing%22+author%3D%22Peng+Li%22&btnG=",""
"36","2.7692","DAC-2004-10(07)-0618.PDF","Massimo Conti, Marco Caldari, Giovanni B. Vece, Simone Orcioni, Claudio Turchetti","Performance Analysis of Different Arbitration Algorithms of the AMBA AHB Bus","2004","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Performance+Analysis+of+Different+Arbitration+Algorithms+of+the+AMBA+AHB+Bus%22+author%3D%22Massimo+Conti%2C+Marco+Caldari%2C+Giovanni+B.+Vece%2C+Simone+Orcioni%2C+Claudio+Turchetti%22&btnG=",""
"13","1.0833","DAC-2005-11(06)-0547.PDF","P. Urard","A 135Mbps DVB-S2 Compliant Codec based on 64800-bit LDPC and BCH Codes","2005","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=A+135Mbps+DVB-S2+Compliant+Codec+based+on+64800-bit+LDPC+and+BCH+Codes%22+author%3D%22P.+Urard%22&btnG=",""
"106","9.6364","DAC-2006-12(04)-0373.PDF","Minsik Cho","A New Global Router Based on Box Expansion and Progressive ILP","2006","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=A+New+Global+Router+Based+on+Box+Expansion+and+Progressive+ILP%22+author%3D%22Minsik+Cho%22&btnG=",""
"15","1.1538","DAC-2004-10(06)-0492.PDF","Li-C. Wang, T.M. Mak, Kwang-Ting Cheng, Magdy S. Abadir","On Path-Based Learning And Its Applications In Delay Test And Diagnosis","2004","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=On+Path-Based+Learning+And+Its+Applications+In+Delay+Test+And+Diagnosis%22+author%3D%22Li-C.+Wang%2C+T.M.+Mak%2C+Kwang-Ting+Cheng%2C+Magdy+S.+Abadir%22&btnG=",""
"86","7.1667","DAC-2005-11(04)-0329.PDF","Kingshuk Karuri","Fine-grained Application Source Code Profiling for ASIP Design","2005","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Fine-grained+Application+Source+Code+Profiling+for+ASIP+Design%22+author%3D%22Kingshuk+Karuri%22&btnG=",""
"36","3.2727","DAC-2006-12(05)-0460.PDF","Padmini Gopalakrishnan","Architecture-Aware FPGA Placement using Metric Embedding","2006","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Architecture-Aware+FPGA+Placement+using+Metric+Embedding%22+author%3D%22Padmini+Gopalakrishnan%22&btnG=",""
"1","0.0833","DAC-2005-11(07)-0678.PDF","Seraj Ahmad","TCAM Enabled On-Chip Logic Minimization","2005","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=TCAM+Enabled+On-Chip+Logic+Minimization%22+author%3D%22Seraj+Ahmad%22&btnG=",""
"48","4.0000","DAC-2005-11(06)-0541.PDF","Sarvesh Bhardwaj","Leakage Minimization of Nano-Scale Circuits in the Presence of Systematic and Random Variations","2005","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Leakage+Minimization+of+Nano-Scale+Circuits+in+the+Presence+of+Systematic+and+Random+Variations%22+author%3D%22Sarvesh+Bhardwaj%22&btnG=",""
"70","5.8333","DAC-2005-11(03)-0228.PDF","Kris Tiri","Simulation Models for Side-Channel Information Leaks","2005","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Simulation+Models+for+Side-Channel+Information+Leaks%22+author%3D%22Kris+Tiri%22&btnG=",""
"68","5.6667","DAC-2005-11(02)-0101.PDF","Stefan Valentin Gheorghita","Automatic Scenario Detection for Improved WCET Estimation","2005","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=Automatic+Scenario+Detection+for+Improved+WCET+Estimation%22+author%3D%22Stefan+Valentin+Gheorghita%22&btnG=",""
